ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
25967,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc)",8,8,"Developer, full-stack;Engineer, data;Database administrator;Data or business analyst;System administrator",2 to 9 employees,EUR European Euro,,,C++;VBA,Go;Julia;Python;Rust;SQL,Microsoft SQL Server,MongoDB;PostgreSQL;Redis,Heroku,AWS,Django;Flask;Vue.js,Django;FastAPI;Vue.js,Pandas,Keras;Pandas;TensorFlow;Torch/PyTorch,Git,Docker;Git;Terraform,PyCharm;Sublime Text;Visual Studio Code,Neovim;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
25986,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);School;Friend or family member;Online Courses or Certification;Books / Physical media",20,10,"Developer, front-end",20 to 99 employees,EUR European Euro,2544.0,Monthly,HTML/CSS;JavaScript;Node.js;SQL;TypeScript,C;Clojure;Delphi;LISP;PHP;Python;Rust;SQL,MariaDB;MySQL;SQLite,MariaDB;PostgreSQL;SQLite,AWS,,Angular;jQuery;React.js;Vue.js,Flask;jQuery;Laravel;Svelte;Vue.js,,,Docker;Git;Yarn,Git,Atom;Vim;Visual Studio Code,Atom;Neovim;Vim,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Play games;Panic;Other (please specify):,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,"Man;Non-binary, genderqueer, or gender non-conforming","Or, in your own words:",Prefer to self-describe:;Gay or Lesbian;Queer,I don't know,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,33000.0
26218,I am a developer by profession,Retired,Portugal,,,"Other doctoral degree (Ph.D., Ed.D., etc.)",18 - 24 years,Books / Physical media,50,43,,"Just me - I am a freelancer, sole proprietor, etc.",EUR European Euro,,,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,HTML/CSS;JavaScript;Python;SQL,MariaDB;MySQL,MariaDB,,,,,Keras;TensorFlow,Keras;TensorFlow,Git,Git,Emacs;IPython/Jupyter,Emacs;IPython/Jupyter,Linux-based,Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,65 years or older,Man,No,Straight / Heterosexual,White or of European descent,"Or, in your own words:",None of the above,Appropriate in length,Easy,
26223,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Colleague",6,3,"Developer, full-stack",I don’t know,EUR European Euro,,Monthly,C;C#;C++;HTML/CSS;JavaScript;SQL,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server,Cassandra;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,,,ASP.NET,ASP.NET,.NET Framework,.NET Framework;.NET Core / .NET 5,Git,Docker;Git;Xamarin,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Panic,Stack Overflow,Daily or almost daily,No,,"No, not at all",No,18-24 years old,Man,No,Prefer not to say,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,
26727,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,16,10,"Developer, full-stack",500 to 999 employees,EUR European Euro,40000.0,Yearly,C++;HTML/CSS;Java;JavaScript;Node.js;PHP;SQL;TypeScript,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,MongoDB;PostgreSQL,MongoDB;PostgreSQL,AWS,AWS;DigitalOcean;Google Cloud Platform,Angular;Angular.js;Express;React.js,Angular;Express;React.js;Vue.js,,,,,Visual Studio Code,Visual Studio Code;Webstorm,Windows,Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,43239.0
26859,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Books / Physical media,18,14,"Developer, full-stack;System administrator",500 to 999 employees,EUR European Euro,1200.0,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;Perl;PHP;Python;SQL,HTML/CSS;Java;JavaScript;PHP;Rust;SQL;TypeScript,MariaDB;MySQL;Oracle,MariaDB;MySQL;Oracle,,,Spring,Spring;Vue.js,,,Git,Git,Eclipse;Vim,Eclipse;Vim,Linux-based,Visit Stack Overflow;Google it;Watch help / tutorial videos;Meditate,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,15564.0
26988,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School;Online Courses or Certification;Books / Physical media,16,12,"Developer, mobile;Engineering manager",20 to 99 employees,EUR European Euro,42000.0,Yearly,Assembly;Bash/Shell;C;C#;C++;Dart;Go;Groovy;HTML/CSS;Java;JavaScript;Kotlin;Node.js;Objective-C;Perl;PHP;Python;R;Ruby;Swift,,DynamoDB;Elasticsearch;Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,,AWS;Heroku;Microsoft Azure,,Angular;Angular.js;ASP.NET;ASP.NET Core ;Express;FastAPI;jQuery;Laravel;React.js;Ruby on Rails;Symfony,,.NET Framework;.NET Core / .NET 5;NumPy;Pandas;Qt;React Native,Hadoop;Torch/PyTorch,Docker;Git;Kubernetes;Terraform;Unity 3D;Unreal Engine;Xamarin,,Android Studio;Atom;Eclipse;Emacs;IntelliJ;NetBeans;Notepad++;Rider;RStudio;Sublime Text;Vim;Visual Studio;Visual Studio Code;Xcode,,MacOS,Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,45401.0
27031,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,Colleague;Books / Physical media,13,9,"Developer, full-stack",500 to 999 employees,EUR European Euro,,,C#;HTML/CSS;JavaScript;PHP;TypeScript,C#;HTML/CSS;JavaScript;PHP;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,Microsoft SQL Server;MySQL;PostgreSQL,Google Cloud Platform;Microsoft Azure,DigitalOcean;Google Cloud Platform;Microsoft Azure,React.js,ASP.NET Core ;Gatsby;React.js,.NET Core / .NET 5,.NET Core / .NET 5,Git;Yarn,Docker;Git;Kubernetes;Yarn,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Rider;Visual Studio;Visual Studio Code,Windows,Google it,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,
27048,I am a student who is learning to code,"Student, full-time",Portugal,,,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc)",4,,,,,,,Assembly;C;HTML/CSS;Java;JavaScript,C++;Python;SQL,MySQL,,,,jQuery,,,,Git,,Eclipse;Visual Studio Code,,Linux-based,Visit Stack Overflow;Watch help / tutorial videos,Stack Overflow,A few times per week,No,,Neutral,No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,
27089,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Other (please specify):,10,5,"Developer, front-end",10 to 19 employees,EUR European Euro,25200.0,Yearly,HTML/CSS;JavaScript;Node.js;Python,HTML/CSS;JavaScript;Node.js;Python;SQL;TypeScript,PostgreSQL,PostgreSQL,Google Cloud Platform,DigitalOcean;Google Cloud Platform;Heroku,Django;jQuery;React.js,Django;Gatsby;React.js;Svelte;Vue.js,,,Flow;Git,Docker;Flow;Git,Visual Studio Code,Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow,Daily or almost daily,Not sure/can't remember,,"No, not at all",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,27241.0
27148,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Courses or Certification;Books / Physical media,16,12,"Developer, full-stack;Developer, back-end;DevOps specialist",10 to 19 employees,EUR European Euro,2750.0,Monthly,Java;JavaScript;Kotlin;TypeScript,Java;Kotlin;Python,PostgreSQL,Elasticsearch;PostgreSQL,AWS;Microsoft Azure,AWS;Microsoft Azure,Angular;Spring,Spring,,,Docker;Git,Docker;Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Do other work and come back later,Stack Overflow,A few times per week,Yes,I have never participated in Q&A on Stack Overflow,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,35676.0
27192,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School;Online Courses or Certification;Books / Physical media,21,15,Engineering manager,20 to 99 employees,EUR European Euro,2000.0,Monthly,C#;Python,JavaScript;Python,DynamoDB;Microsoft SQL Server;MySQL,DynamoDB;MySQL,AWS,AWS,ASP.NET;Django,Django;React.js,NumPy;Pandas,NumPy;Pandas;TensorFlow,Docker;Git,Git,IPython/Jupyter;Visual Studio;Visual Studio Code,IPython/Jupyter;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,Neutral,No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,25944.0
27261,I am a developer by profession,Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,8,3,"Developer, back-end;Developer, embedded applications or devices;DevOps specialist",10 to 19 employees,EUR European Euro,33000.0,Yearly,Elixir;SQL,Elixir;Go;Kotlin;Python;Rust;SQL,PostgreSQL,DynamoDB;Elasticsearch;PostgreSQL;Redis,AWS;Google Cloud Platform,AWS;Heroku,,,,,Docker;Git,Docker;Git;Kubernetes;Unity 3D;Unreal Engine,Visual Studio Code,Visual Studio Code,Linux-based,Call a coworker or friend;Visit Stack Overflow;Google it;Panic,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",Yes,25-34 years old,Man,No,Gay or Lesbian,White or of European descent,None of the above,"I have a mood or emotional disorder (e.g. depression, bipolar disorder)",Appropriate in length,Neither easy nor difficult,35672.0
27318,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,Books / Physical media,39,25,"Developer, mobile;Developer, full-stack;Product manager","1,000 to 4,999 employees",EUR European Euro,2000.0,Monthly,Assembly;C;Delphi;SQL;VBA,C#,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;SQLite,,,,ASP.NET;ASP.NET Core ,,.NET Framework;.NET Core / .NET 5,Flutter,Git,Unity 3D;Unreal Engine,Visual Studio;Visual Studio Code,Android Studio,Windows,Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,25944.0
27374,I am a developer by profession,Employed full-time,Portugal,,,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Books / Physical media",7,3,"Developer, back-end",100 to 499 employees,EUR European Euro,1603.0,Monthly,Java;JavaScript,Java;JavaScript,Oracle,Oracle,,,Angular;Spring,Angular;Spring,React Native,Flutter;React Native,Git,Git,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,20796.0
27403,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,35 - 44 years,"Other online resources (ex: videos, blogs, etc);Online Forum;Online Courses or Certification;Colleague",21,17,"Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;System administrator",20 to 99 employees,EUR European Euro,1586.0,Monthly,HTML/CSS;JavaScript;PHP,Node.js;TypeScript,MariaDB;MongoDB;MySQL,Elasticsearch;MongoDB;Redis,AWS,AWS;Google Cloud Platform;Microsoft Azure,jQuery;Laravel,Laravel;React.js;Vue.js,,,Docker;Git;Yarn,Docker;Git;Yarn,PHPStorm,PHPStorm,Linux-based,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange,A few times per month or weekly,Not sure/can't remember,,Neutral,No,35-44 years old,Man,No,Straight / Heterosexual,I don't know;Middle Eastern,I am unable to / find it difficult to type,None of the above,Appropriate in length,,20568.0
27408,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,18 - 24 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification",3,2,"Developer, front-end",2 to 9 employees,EUR European Euro,1034.0,Monthly,HTML/CSS;JavaScript;Python;TypeScript,HTML/CSS;JavaScript;Python;TypeScript,,,Google Cloud Platform,,Angular,Angular,NumPy;Pandas,,Docker;Git,Git,IPython/Jupyter;Visual Studio Code,Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos,Stack Overflow,A few times per week,Not sure/can't remember,,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,"Or, in your own words:",None of the above,Appropriate in length,Neither easy nor difficult,13416.0
27678,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Portugal,,,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,13,11,"Developer, mobile;Developer, front-end;Developer, full-stack;Developer, back-end;Database administrator;Product manager","10,000 or more employees",EUR European Euro,1900.0,Monthly,Java;JavaScript;Node.js;PHP;TypeScript,Java;JavaScript;Node.js;PHP;TypeScript,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,AWS;Google Cloud Platform;Heroku;Microsoft Azure,AWS;Google Cloud Platform;Heroku;Microsoft Azure,Angular;Express;Laravel;Spring,Angular;Spring,Cordova,.NET Core / .NET 5;Cordova;Flutter,Docker;Git,Docker;Git;Kubernetes,Android Studio;IntelliJ;NetBeans;Notepad++;Rider;Visual Studio Code,Android Studio;IntelliJ;Notepad++;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,No,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,24648.0
27707,I am a developer by profession,Employed full-time,Portugal,,,Some college/university study without earning a degree,25 - 34 years,School;Books / Physical media,22,21,"Developer, front-end;Developer, full-stack","1,000 to 4,999 employees",EUR European Euro,,Monthly,C#;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;TypeScript,Cassandra;Elasticsearch;Microsoft SQL Server;MongoDB;MySQL;Oracle;SQLite,Microsoft SQL Server,Heroku;Microsoft Azure,Microsoft Azure,Angular;ASP.NET;ASP.NET Core ,Angular;ASP.NET;ASP.NET Core ,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,,,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",No,45-54 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Too long,Easy,
